Referencia;Descripcion;Contenido
47493;Broca de pala 38mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-38mm-de-acero-endurecido-para-madera-47493-1403002649-4680-md01_500.jpg
47487;Broca de pala 30mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-30mm-de-acero-endurecido-para-madera-47487-1403002650-e339-md01_500.jpg
47489;Broca de pala 32mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-32mm-de-acero-endurecido-para-madera-47489-1403002651-3fd7-md01_500.jpg
47483;Broca de pala 25mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-25mm-de-acero-endurecido-para-madera-47483-1403002652-429f-md01_500.jpg
47481;Broca de pala 24mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-24mm-de-acero-endurecido-para-madera-47481-1403002653-5d73-md01_500.jpg
47478;Broca de pala 22mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-22mm-de-acero-endurecido-para-madera-47478-1403002654-8475-md01_500.jpg
47485;Broca de pala 28mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-28mm-de-acero-endurecido-para-madera-47485-1403002655-4332-md01_500.jpg
47474;Broca de pala 18mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-18mm-de-acero-endurecido-para-madera-47474-1403002656-ad90-md01_500.jpg
47476;Broca de pala 20mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-20mm-de-acero-endurecido-para-madera-47476-1403002657-1965-md01_500.jpg
47471;Broca de pala 16mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-16mm-de-acero-endurecido-para-madera-47471-1403002658-41d8-md01_500.jpg
47469;Broca de pala 14mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-14mm-de-acero-endurecido-para-madera-47469-1403002659-03aa-md01_500.jpg
47157;Broca de cobalto HSS DIN 338 8,0mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-8-0mm-p-perforar-metales-duros-como-ace-inox-47157-1403002660-b902-md01_500.jpg
47155;Broca de cobalto HSS DIN 338 7,0mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-7-0mm-p-perforar-metales-duros-como-ace-inox-47155-1403002661-7e61-md01_500.jpg
47139;Broca de cobalto HSS DIN 338 2,5mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-2-5mm-p-perforar-metales-duros-como-ace-inox-47139-1403002662-eda1-md01_500.jpg
47465;Broca de pala 12mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-12mm-de-acero-endurecido-para-madera-47465-1403002663-4185-md01_500.jpg
47137;Broca de cobalto HSS DIN 338 2,0mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-2-0mm-p-perforar-metales-duros-como-ace-inox-47137-1403002664-99b4-md01_500.jpg
47461;Broca de pala 10mm de acero endurecido para madera;https://media.telematel.com/assets/alfa-dyser-broca-de-pala-10mm-de-acero-endurecido-para-madera-47461-1403002665-c91a-md01_500.jpg
47159;Broca de cobalto HSS DIN 338 10,0mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-10-0mm-p-perforar-metales-duros-como-ace-inox-47159-1403002666-c0fb-md01_500.jpg
47638;Broca de cobalto HSS DIN 338 2,25mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-2-25mm-p-perforar-metales-duros-como-ace-inox-47638-1403002667-c152-md01_500.jpg
47135;Broca de cobalto HSS DIN 338 1,5mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-1-5mm-p-perforar-metales-duros-como-ace-inox-47135-1403002668-6449-md01_500.jpg
49995;Broca de cobalto 4-10mm para perforar metales duros como el acero y acero inoxidable (5u);https://media.telematel.com/assets/alfa-dyser-broca-co-4-10mm-p-perforar-metales-duros-como-ace-inox5u-49995-1403002669-66da-md01_500.jpg
47633;Broca de cobalto HSS DIN 338 1,25mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-1-25mm-p-perforar-metales-duros-como-ace-inox-47633-1403002670-0e39-md01_500.jpg
47635;Broca de cobalto HSS DIN 338 1,75mm para perforar metales duros como el acero y acero inoxidable;https://media.telematel.com/assets/alfa-dyser-broca-co-hss-din-338-1-75mm-p-perforar-metales-duros-como-ace-inox-47635-1403002671-3e63-md01_500.jpg
47897;Broca 6x100mm de carburo porcelanato;https://media.telematel.com/assets/alfa-dyser-broca-6x100mm-de-carburo-porcelanato-47897-1403002672-2830-md01_500.jpg
47059;Broca de cobalto 1-10mm para perforar metales duros como el acero y acero inoxidable (19u);https://media.telematel.com/assets/alfa-dyser-broca-co-1-10mm-p-perforar-metales-duros-como-ace-inox19u-47059-1403002673-d93f-md01_500.jpg
19931;Broca 8x120mm de carburo porcelanato;https://media.telematel.com/assets/alfa-dyser-broca-8x120mm-de-carburo-porcelanato-19931-1403002674-5083-md01_500.jpg
19928;Broca 5x85mm de carburo porcelanato;https://media.telematel.com/assets/alfa-dyser-broca-5x85mm-de-carburo-porcelanato-19928-1403002675-44a3-md01_500.jpg
17948;Bonete de lana abrasiva 125mm sujeción mediante velcro para pulidora;https://media.telematel.com/assets/alfa-dyser-bonete-de-lana-abrasiva-125mm-sujecion-mediante-velcro-para-pulidora-17948-1403002676-f31c-md01_500.jpg
13817;Bonete de lana abrasiva 125mm para pulidora;https://media.telematel.com/assets/alfa-dyser-bonete-de-lana-abrasiva-125mm-para-pulidora-13817-1403002677-bc1d-md01_500.jpg
16449;Bomba manual portátil 230mm para inflar ruedas de bicicletas;https://media.telematel.com/assets/alfa-dyser-bomba-manual-portatil-230mm-para-inflar-ruedas-de-bicicletas-16449-1403002678-6a7c-md01_500.jpg
47602;Broca 10x120mm de carburo porcelanato;https://media.telematel.com/assets/alfa-dyser-broca-10x120mm-de-carburo-porcelanato-47602-1403002679-3ef1-md01_500.jpg
16524;Bomba manual de plástico 25cm para inflar balones;https://media.telematel.com/assets/alfa-dyser-bomba-manual-de-plastico-25cm-para-inflar-balones-16524-1403002680-c4b2-md01_500.jpg
43129;Bomba de inflar sin manómetro mecánico para taller;https://media.telematel.com/assets/alfa-dyser-bomba-de-inflar-sin-manometro-mecanico-para-taller-43129-1403002681-a7dd-md01_500.jpg
11070;Bomba manual 380mm para inflar ruedas;https://media.telematel.com/assets/alfa-dyser-bomba-manual-380mm-para-inflar-ruedas-11070-1403002682-8936-md01_500.jpg
43130;Bomba de inflado a pie 1 pistón Luxe con manómetro de alta presión;https://media.telematel.com/assets/alfa-dyser-bomba-de-inflado-a-pie-1-piston-luxe-con-manometro-de-alta-presion-43130-1403002683-3a33-md01_500.jpg
14695;Bomba de inflado a pie doble pistón con manómetro de alta presión;https://media.telematel.com/assets/alfa-dyser-bomba-de-inflado-a-pie-doble-piston-con-manometro-de-alta-presion-14695-1403002684-3d15-md01_500.jpg
41256;Arco de sierra regulable 300mm con mango ergonómico de Abs;https://media.telematel.com/assets/alfa-dyser-arco-de-sierra-regulable-300mm-con-mango-ergonomico-de-abs-41256-1403002685-56d7-md01_500.jpg
43128;Bomba de inflar con manómetro mecánico para taller;https://media.telematel.com/assets/alfa-dyser-bomba-de-inflar-con-manometro-mecanico-para-taller-43128-1403002686-dfd5-md01_500.jpg
42197;Bomba de engrase con mango ergonómico 500ml;https://media.telematel.com/assets/alfa-dyser-bomba-de-engrase-con-mango-ergonomico-500ml-42197-1403002687-5dc8-md01_500.jpg
14491;Bomba de inflado a pie 1 pistón con manómetro de alta presión;https://media.telematel.com/assets/alfa-dyser-bomba-de-inflado-a-pie-1-piston-con-manometro-de-alta-presion-14491-1403002688-a1d0-md01_500.jpg
41258;Arco de sierra junior 150mm con mango ergonómico de aluminio;https://media.telematel.com/assets/alfa-dyser-arco-de-sierra-junior-150mm-con-mango-ergonomico-de-aluminio-41258-1403002689-1620-md01_500.jpg
15458;Banda de tela lijadora grano 80 75x533mm (5u);https://media.telematel.com/assets/alfa-dyser-banda-de-tela-lijadora-grano-80-75x533mm-5u-15458-1403002690-dd7b-md01_500.jpg
15457;Banda de tela lijadora grano 60 75x533mm (5u);https://media.telematel.com/assets/alfa-dyser-banda-de-tela-lijadora-grano-60-75x533mm-5u-15457-1403002691-9e87-md01_500.jpg
47520;Arco de sierra profesional 300mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-arco-de-sierra-profesional-300mm-con-mango-bimaterial-47520-1403002692-cd02-md01_500.jpg
41257;Arco de sierra regulable 250-300mm con mango ergonómico de aluminio;https://media.telematel.com/assets/alfa-dyser-arco-de-sierra-regulable-250-300mm-con-mango-ergonomico-de-aluminio-41257-1403002693-b1af-md01_500.jpg
47523;Arco de sierra 300mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-arco-de-sierra-300mm-con-mango-bimaterial-47523-1403002694-e2e9-md01_500.jpg
40874;Alicate universal con mango aislado 1000V 200mm en color rojo y amarillo;https://media.telematel.com/assets/alfa-dyser-alicate-universal-con-mango-aislado-1000v-200mm-en-color-rojo-y-amarillo-40874-1403002695-914e-md01_500.jpg
40873;Alicate universal con mango aislado 1000V 180mm en color rojo y amarillo;https://media.telematel.com/assets/alfa-dyser-alicate-universal-con-mango-aislado-1000v-180mm-en-color-rojo-y-amarillo-40873-1403002696-9a2c-md01_500.jpg
40922;Llave allen de carbono con anilla (10u);https://media.telematel.com/assets/alfa-dyser-llave-allen-de-carbono-con-anilla-10u-40922-1403002697-40e1-md01_500.jpg
47528;Arco de sierra 150mm con mango de pistola;https://media.telematel.com/assets/alfa-dyser-arco-de-sierra-150mm-con-mango-de-pistola-47528-1403002698-eb41-md01_500.jpg
40862;Alicate universal mini 120mm en color rojo y negro (En blíster);https://media.telematel.com/assets/alfa-dyser-alicate-universal-mini-120mm-en-color-rojo-y-negro-en-blister-40862-1403002699-b53b-md01_500.jpg
41026;Llave allen cromo-vanadio 6,0mm;https://media.telematel.com/assets/alfa-dyser-llave-allen-cromo-vanadio-6-0mm-41026-1403002700-fa93-md01_500.jpg
41023;Llave allen cromo-vanadio 3,0mm;https://media.telematel.com/assets/alfa-dyser-llave-allen-cromo-vanadio-3-0mm-41023-1403002701-4d4a-md01_500.jpg
40920;Llave allen cromo-vanadio 2,5mm;https://media.telematel.com/assets/alfa-dyser-llave-allen-cromo-vanadio-2-5mm-40920-1403002702-3712-md01_500.jpg
41024;Llave allen cromo-vanadio 4,0mm;https://media.telematel.com/assets/alfa-dyser-llave-allen-cromo-vanadio-4-0mm-41024-1403002703-d0c3-md01_500.jpg
41025;Llave allen cromo-vanadio 5,0mm;https://media.telematel.com/assets/alfa-dyser-llave-allen-cromo-vanadio-5-0mm-41025-1403002704-aa36-md01_500.jpg
40926;Llave allen cromo-vanadio 2,0mm;https://media.telematel.com/assets/alfa-dyser-llave-allen-cromo-vanadio-2-0mm-40926-1403002705-a956-md01_500.jpg
40925;Llave allen cromo-vanadio 1,5mm;https://media.telematel.com/assets/alfa-dyser-llave-allen-cromo-vanadio-1-5mm-40925-1403002706-9a77-md01_500.jpg
41028;Llave allen cromo-vanadio 10,0mm;https://media.telematel.com/assets/alfa-dyser-llave-allen-cromo-vanadio-10-0mm-41028-1403002707-5aac-md01_500.jpg
19516;Llana rectangular peine 28cm dentado 8x8mm;https://media.telematel.com/assets/alfa-dyser-llana-rectangular-peine-28cm-dentado-8x8mm-19516-1403002708-6ba7-md01_500.jpg
12982;Llana rectangular 300x150mm de acero con mango de madera;https://media.telematel.com/assets/alfa-dyser-llana-rectangular-300x150mm-de-acero-con-mango-de-madera-12982-1403002709-de04-md01_500.jpg
40999;"Lima triangular 6"" (150mm) (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-triangular-6-150mm-6u-en-blister-40999-1403002710-d272-md01_500.jpg
19517;Llana rectangular peine 28cm dentado 10x10mm;https://media.telematel.com/assets/alfa-dyser-llana-rectangular-peine-28cm-dentado-10x10mm-19517-1403002711-0063-md01_500.jpg
41012;"Lima triangular 8"" (200mm) (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-triangular-8-200mm-6u-en-blister-41012-1403002712-6efa-md01_500.jpg
40996;"Lima redonda entrefina 8"" (200mm) (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-redonda-entrefina-8-200mm-6u-en-blister-40996-1403002713-f7d8-md01_500.jpg
40998;"Lima triangular 4"" (100mm) (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-triangular-4-100mm-6u-en-blister-40998-1403002714-ed7c-md01_500.jpg
40995;"Lima redonda entrefina 6"" (150mm) (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-redonda-entrefina-6-150mm-6u-en-blister-40995-1403002715-6ba4-md01_500.jpg
41022;Lima redonda 8x4,5mm para motosierra (6u en blíster);https://media.telematel.com/assets/alfa-dyser-lima-redonda-8x4-5mm-para-motosierra-6u-en-blister-41022-1403002716-2890-md01_500.jpg
40997;"Lima redonda entrefina 10"" (250mm) (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-redonda-entrefina-10-250mm-6u-en-blister-40997-1403002717-5bbb-md01_500.jpg
40991;"Lima plana 6"" (150mm) para hierro (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-plana-6-150mm-para-hierro-6u-en-blister-40991-1403002718-e067-md01_500.jpg
40992;"Lima plana 8"" (200mm) para hierro (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-plana-8-200mm-para-hierro-6u-en-blister-40992-1403002719-fe83-md01_500.jpg
40994;"Lima redonda entrefina 4"" (100mm) (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-redonda-entrefina-4-100mm-6u-en-blister-40994-1403002720-d507-md01_500.jpg
41699;Lima mini de140mm de plástico (6u en blíster);https://media.telematel.com/assets/alfa-dyser-lima-mini-de140mm-de-plastico-6u-en-blister-41699-1403002721-b762-md01_500.jpg
40993;"Lima plana 10"" (2500mm) para hierro (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-plana-10-2500mm-para-hierro-6u-en-blister-40993-1403002722-8186-md01_500.jpg
40988;"Lima media caña entrefina 8""";https://media.telematel.com/assets/alfa-dyser-lima-media-cana-entrefina-8--40988-1403002723-ab8f-md01_500.jpg
40990;"Lima plana 4"" (100mm) para hierro (6u en blíster)";https://media.telematel.com/assets/alfa-dyser-lima-plana-4-100mm-para-hierro-6u-en-blister-40990-1403002724-d51b-md01_500.jpg
40987;"Lima media caña entrefina 6""";https://media.telematel.com/assets/alfa-dyser-lima-media-cana-entrefina-6--40987-1403002725-218f-md01_500.jpg
40986;"Lima media caña entrefina 4""";https://media.telematel.com/assets/alfa-dyser-lima-media-cana-entrefina-4--40986-1403002726-5661-md01_500.jpg
13144;Lápiz de carpintero ovalado 17,5cm en color rojo;https://media.telematel.com/assets/alfa-dyser-lapiz-de-carpintero-ovalado-17-5cm-en-color-rojo-13144-1403002727-e9ef-md01_500.jpg
40989;"Lima media caña entrefina 10""";https://media.telematel.com/assets/alfa-dyser-lima-media-cana-entrefina-10--40989-1403002728-bf38-md01_500.jpg
13739;Kit de cubeta de plástico 280x140mm y rodillo esponja de 10cm;https://media.telematel.com/assets/alfa-dyser-kit-de-cubeta-de-plastico-280x140mm-y-rodillo-esponja-de-10cm-13739-1403002729-f12c-md01_500.jpg
15228;Kit destornillador multipuntas magnético con 11 puntas (En blíster);https://media.telematel.com/assets/alfa-dyser-kit-destornillador-multipuntas-magnetico-con-11-puntas-en-blister-15228-1403002730-f81d-md01_500.jpg
45486;Kit de destornilladores 3 de boca plana y 2 Phillips;https://media.telematel.com/assets/alfa-dyser-kit-de-destornilladores-3-de-boca-plana-y-2-phillips-45486-1403002731-6c6c-md01_500.jpg
43551;Kit cubeta de esmaltar 11cm de plástico;https://media.telematel.com/assets/alfa-dyser-kit-cubeta-de-esmaltar-11cm-de-plastico-43551-1403002732-0ae0-md01_500.jpg
45485;Kit de destornilladores 3 de boca plana y 2 Pozidriv;https://media.telematel.com/assets/alfa-dyser-kit-de-destornilladores-3-de-boca-plana-y-2-pozidriv-45485-1403002733-d775-md01_500.jpg
16441;Kit de accesorios para bomba de inflador;https://media.telematel.com/assets/alfa-dyser-kit-de-accesorios-para-bomba-de-inflador-16441-1403002734-fec8-md01_500.jpg
47218;Juego multipuntas 7 en 1 95x66x15mm (En maleta);https://media.telematel.com/assets/alfa-dyser-juego-multipuntas-7-en-1-95x66x15mm-en-maleta-47218-1403002735-f8ac-md01_500.jpg
47219;Juego multipuntas 14 en 1 95x70x15mm (En maleta);https://media.telematel.com/assets/alfa-dyser-juego-multipuntas-14-en-1-95x70x15mm-en-maleta-47219-1403002736-e59c-md01_500.jpg
49005;Kit de bandeja y rodillo 23cm;https://media.telematel.com/assets/alfa-dyser-kit-de-bandeja-y-rodillo-23cm-49005-1403002737-29d6-md01_500.jpg
47215;Juego multipuntas 32 en 1 95x70x15mm (En maleta);https://media.telematel.com/assets/alfa-dyser-juego-multipuntas-32-en-1-95x70x15mm-en-maleta-47215-1403002738-fd85-md01_500.jpg
46620;"Juego de 24 llaves de vaso de 1/4"" (En maleta)";https://media.telematel.com/assets/alfa-dyser-juego-de-24-llaves-de-vaso-de-1-4-en-maleta-46620-1403002739-8d6b-md01_500.jpg
47126;"Juego de 38 llaves de vaso de 1/4"" (En maleta)";https://media.telematel.com/assets/alfa-dyser-juego-de-38-llaves-de-vaso-de-1-4-en-maleta-47126-1403002740-18c7-md01_500.jpg
48157;"Juego de 12 llaves de vaso de 1/4"" (En maleta)";https://media.telematel.com/assets/alfa-dyser-juego-de-12-llaves-de-vaso-de-1-4-en-maleta-48157-1403002741-6943-md01_500.jpg
49116;Juego de 18 llaves de vaso de impacto CR-VAN (En maleta);https://media.telematel.com/assets/alfa-dyser-juego-de-18-llaves-de-vaso-de-impacto-cr-van-en-maleta-49116-1403002742-ecd8-md01_500.jpg
49049;Juego de 58 herramientas (En maleta);https://media.telematel.com/assets/alfa-dyser-juego-de-58-herramientas-en-maleta-49049-1403002743-b66b-md01_500.jpg
46979;"Juego de 94 llaves de vaso de CR-VAN 1/2-3/4"" (En maleta)";https://media.telematel.com/assets/alfa-dyser-juego-de-94-llaves-de-vaso-de-cr-van-1-2-3-4-en-maleta-46979-1403002744-6a12-md01_500.jpg
12659;"Juego de 46 llaves de vaso 1/4"" (En maleta)";https://media.telematel.com/assets/alfa-dyser-juego-de-46-llaves-de-vaso-1-4-en-maleta-12659-1403002745-a00c-md01_500.jpg
48551;Juego de 53 herramientas (En maleta);https://media.telematel.com/assets/alfa-dyser-juego-de-53-herramientas-en-maleta-48551-1403002746-3788-md01_500.jpg
49650;Juego de 9 herramientas (En maleta);https://media.telematel.com/assets/alfa-dyser-juego-de-9-herramientas-en-maleta-49650-1403002747-66b9-md01_500.jpg
48197;Juego de 37 herramientas (En maleta);https://media.telematel.com/assets/alfa-dyser-juego-de-37-herramientas-en-maleta-48197-1403002748-96c9-md01_500.jpg
12960;Husillo 32-152mm para sierra de corona;https://media.telematel.com/assets/alfa-dyser-husillo-32-152mm-para-sierra-de-corona-12960-1403002749-df1a-md01_500.jpg
40812;Juego de 109 brocas y puntas (En maleta);https://media.telematel.com/assets/alfa-dyser-juego-de-109-brocas-y-puntas-en-maleta-40812-1403002750-9699-md01_500.jpg
49731;Hoja de sierra sable metal 150x0,9x18mm (5u en blíster);https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-sable-metal-150x0-9x18mm-5u-en-blister-49731-1403002751-4098-md01_500.jpg
49770;Hoja de sierra sable metal 230x0,9x24mm (5u en blíster);https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-sable-metal-230x0-9x24mm-5u-en-blister-49770-1403002752-3d32-md01_500.jpg
49691;Hoja de sierra sable madera 230x1,2x10mm (5u en blíster);https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-sable-madera-230x1-2x10mm-5u-en-blister-49691-1403002753-5d45-md01_500.jpg
49713;Hoja de sierra sable madera 300x1,3x6mm (5u en blíster);https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-sable-madera-300x1-3x6mm-5u-en-blister-49713-1403002754-5782-md01_500.jpg
14915;Husillo 14-30mm para sierra de corona;https://media.telematel.com/assets/alfa-dyser-husillo-14-30mm-para-sierra-de-corona-14915-1403002755-bd4e-md01_500.jpg
13397;Hoja de sierra HSS ULTRA-FLEX 24 dientes 300mm;https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-hss-ultra-flex-24-dientes-300mm-13397-1403002756-01cc-md01_500.jpg
13741;Hoja de sierra extra flexible 300mm;https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-extra-flexible-300mm-13741-1403002757-dab6-md01_500.jpg
14499;Hoja de sierra doble corte multiuso 300mm;https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-doble-corte-multiuso-300mm-14499-1403002758-96bf-md01_500.jpg
13500;Hoja de sierra de doble corte 24 dientes 24D 300mm de carbono;https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-de-doble-corte-24-dientes-24d-300mm-de-carbono-13500-1403002759-acb6-md01_500.jpg
13501;Hoja de sierra de doble corte extra 24 dientes 300mm;https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-de-doble-corte-extra-24-dientes-300mm-13501-1403002760-094f-md01_500.jpg
44885;Grapa clavadora 4mm para cable de teléfono y televisión (800u);https://media.telematel.com/assets/alfa-dyser-grapa-clavadora-4mm-para-cable-de-telefono-y-television-800u-44885-1403002761-5269-md01_500.jpg
13641;Hoja de sierra 150x6x0,5mm para bricolaje (6u en blíster);https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-150x6x0-5mm-para-bricolaje-6u-en-blister-13641-1403002762-861b-md01_500.jpg
13648;Hoja de sierra bimetal flexible 300mm;https://media.telematel.com/assets/alfa-dyser-hoja-de-sierra-bimetal-flexible-300mm-13648-1403002763-74bc-md01_500.jpg
42204;Gubia 170mm (6u en blíster);https://media.telematel.com/assets/alfa-dyser-gubia-170mm-6u-en-blister-42204-1403002764-57f0-md01_500.jpg
46177;Grapa clavadora tenaza 6mm (1000u);https://media.telematel.com/assets/alfa-dyser-grapa-clavadora-tenaza-6mm-1000u-46177-1403002765-9251-md01_500.jpg
42961;Grapadora tenaza 6-8mm cromada;https://media.telematel.com/assets/alfa-dyser-grapadora-tenaza-6-8mm-cromada-42961-1403002766-e839-md01_500.jpg
42965;Grapa clavadora 12mm (1000u);https://media.telematel.com/assets/alfa-dyser-grapa-clavadora-12mm-1000u-42965-1403002767-9432-md01_500.jpg
44886;Grapa clavadora 6,4mm para cable de teléfono y televisión (800u);https://media.telematel.com/assets/alfa-dyser-grapa-clavadora-6-4mm-para-cable-de-telefono-y-television-800u-44886-1403002768-9ba9-md01_500.jpg
42962;Grapa clavadora 6mm (1000u);https://media.telematel.com/assets/alfa-dyser-grapa-clavadora-6mm-1000u-42962-1403002769-b1af-md01_500.jpg
42963;Grapa clavadora 8mm (1000u);https://media.telematel.com/assets/alfa-dyser-grapa-clavadora-8mm-1000u-42963-1403002770-c1fb-md01_500.jpg
42964;Grapa clavadora 10mm (1000u);https://media.telematel.com/assets/alfa-dyser-grapa-clavadora-10mm-1000u-42964-1403002771-1eac-md01_500.jpg
42966;Grapa clavadora 14mm (1000u);https://media.telematel.com/assets/alfa-dyser-grapa-clavadora-14mm-1000u-42966-1403002772-3e42-md01_500.jpg
42968;Grapa 12mm para cables (1000u);https://media.telematel.com/assets/alfa-dyser-grapa-12mm-para-cables-1000u-42968-1403002773-80cc-md01_500.jpg
40775;Fresa de acero (5u);https://media.telematel.com/assets/alfa-dyser-fresa-de-acero-5u-40775-1403002774-f319-md01_500.jpg
42967;Grapa 10mm para cables (1000u);https://media.telematel.com/assets/alfa-dyser-grapa-10mm-para-cables-1000u-42967-1403002775-19fb-md01_500.jpg
43465;Grapa 14mm para cables (1000u);https://media.telematel.com/assets/alfa-dyser-grapa-14mm-para-cables-1000u-43465-1403002776-a919-md01_500.jpg
17919;Fresa bisagra cazoleta 26mm;https://media.telematel.com/assets/alfa-dyser-fresa-bisagra-cazoleta-26mm-17919-1403002777-a587-md01_500.jpg
34329;Formón de impacto 6mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-6mm-con-mango-bimaterial-34329-1403002778-1302-md01_500.jpg
40900;Formón de impacto 32mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-32mm-con-mango-bimaterial-40900-1403002779-82d3-md01_500.jpg
40893;Formón de impacto 8mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-8mm-con-mango-bimaterial-40893-1403002780-3135-md01_500.jpg
34360;Formón de impacto 24mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-24mm-con-mango-bimaterial-34360-1403002781-76f3-md01_500.jpg
34382;Formón de impacto 30mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-30mm-con-mango-bimaterial-34382-1403002782-3905-md01_500.jpg
34371;Formón de impacto 28mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-28mm-con-mango-bimaterial-34371-1403002783-049f-md01_500.jpg
34365;Formón de impacto 26mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-26mm-con-mango-bimaterial-34365-1403002784-6638-md01_500.jpg
34353;Formón de impacto 20mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-20mm-con-mango-bimaterial-34353-1403002785-5cf1-md01_500.jpg
40898;Formón de impacto 22mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-22mm-con-mango-bimaterial-40898-1403002786-daad-md01_500.jpg
40896;Formón de impacto 16mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-16mm-con-mango-bimaterial-40896-1403002787-3ea6-md01_500.jpg
34346;Formón de impacto 18mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-18mm-con-mango-bimaterial-34346-1403002788-0cb5-md01_500.jpg
34337;Formón de impacto 14mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-14mm-con-mango-bimaterial-34337-1403002789-23a4-md01_500.jpg
40895;Formón de impacto 12mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-12mm-con-mango-bimaterial-40895-1403002790-f615-md01_500.jpg
34404;Formón con mango bimaterial (6u en caja);https://media.telematel.com/assets/alfa-dyser-formon-con-mango-bimaterial-6u-en-caja-34404-1403002791-9f1b-md01_500.jpg
34311;Formón 32mm con mango de madera;https://media.telematel.com/assets/alfa-dyser-formon-32mm-con-mango-de-madera-34311-1403002792-6d25-md01_500.jpg
40894;Formón de impacto 10mm con mango bimaterial;https://media.telematel.com/assets/alfa-dyser-formon-de-impacto-10mm-con-mango-bimaterial-40894-1403002793-04a2-md01_500.jpg
40978;Formón 8mm con mango de madera;https://media.telematel.com/assets/alfa-dyser-formon-8mm-con-mango-de-madera-40978-1403002794-2229-md01_500.jpg
